ITL1 Region,LA code,LA name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Scotland,S12000006,Dumfries and Galloway,"1,883","1,944","2,071","2,201","2,241","2,380","2,469","2,532","2,667","2,692","2,856","2,786","2,714","2,831","2,893","3,044","3,182","3,164","3,228","3,424","3,395","3,566","3,413","3,568","3,805","4,150"
Scotland,S12000008,East Ayrshire,"1,068","1,103","1,150","1,229","1,258","1,299","1,362","1,478","1,580","1,631","1,714","1,683","1,654","1,674","1,689","1,700","1,741","1,771","1,798","1,946","1,898","1,911","1,840","1,975","2,134","2,384"
Scotland,S12000028,South Ayrshire,"1,376","1,399","1,495","1,568","1,638","1,694","1,788","1,879","1,986","1,964","2,059","2,044","2,070","2,112","2,097","2,096","2,203","2,237","2,257","2,374","2,435","2,461","2,194","2,297","2,600","2,901"
Scotland,S12000029,South Lanarkshire,"3,501","3,545","3,618","3,807","3,968","4,220","4,455","4,782","5,192","5,284","5,601","5,540","5,462","5,564","5,724","6,005","6,230","6,247","6,399","6,826","6,766","6,930","6,523","6,807","7,478","8,273"
Northern Ireland,N09000003,Belfast,"5,636","5,990","6,460","6,809","7,098","7,811","8,317","8,817","9,302","9,710","9,879","9,902","9,577","9,842","10,093","10,686","10,807","11,222","12,024","12,836","13,259","13,820","13,166","15,086","16,518","18,458"
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon","1,641","1,721","1,844","1,980","2,035","2,170","2,284","2,409","2,572","2,732","2,733","2,633","2,654","2,718","2,794","2,984","3,137","3,259","3,520","3,661","3,889","4,126","3,953","4,351","4,690","5,303"
Northern Ireland,N09000010,"Newry, Mourne and Down","1,292","1,372","1,486","1,566","1,616","1,735","1,821","1,931","2,051","2,108","2,174","2,076","2,053","2,160","2,258","2,386","2,542","2,602","2,777","2,885","3,011","3,238","3,119","3,360","3,654","4,008"
Northern Ireland,N09000011,Ards and North Down,"1,059","1,113","1,188","1,247","1,297","1,386","1,423","1,529","1,630","1,682","1,708","1,623","1,591","1,645","1,700","1,652","1,729","1,738","1,913","2,037","2,120","2,205","2,146","2,290","2,438","2,639"
Northern Ireland,N09000005,Derry City and Strabane,"1,289","1,352","1,408","1,460","1,503","1,692","1,732","1,894","2,040","2,038","2,116","2,112","2,074","2,119","2,213","2,248","2,290","2,327","2,496","2,660","2,724","2,956","2,972","3,170","3,483","3,698"
Northern Ireland,N09000009,Mid Ulster,"1,529","1,626","1,783","1,840","1,876","2,078","2,155","2,276","2,403","2,510","2,434","2,194","2,300","2,337","2,388","2,574","2,724","2,831","2,980","3,107","3,383","3,682","3,410","3,800","4,259","4,623"
Northern Ireland,N09000004,Causeway Coast and Glens,"1,120","1,188","1,315","1,332","1,373","1,491","1,546","1,628","1,747","1,787","1,786","1,723","1,735","1,811","1,865","1,881","1,909","1,907","2,056","2,163","2,153","2,248","2,118","2,362","2,567","2,788"
Northern Ireland,N09000001,Antrim and Newtownabbey,"1,608","1,697","1,826","1,926","1,982","2,074","2,156","2,246","2,389","2,514","2,483","2,381","2,410","2,489","2,542","2,540","2,714","2,799","2,916","3,107","3,184","3,397","3,409","3,615","3,767","4,249"
Northern Ireland,N09000007,Lisburn and Castlereagh,"1,444","1,524","1,644","1,744","1,790","1,917","1,973","2,094","2,221","2,306","2,308","2,267","2,257","2,313","2,422","2,490","2,577","2,693","2,841","2,930","3,131","3,353","3,176","3,508","3,847","4,294"
Northern Ireland,N09000008,Mid and East Antrim,"1,927","2,013","2,205","2,119","2,182","2,218","2,363","2,346","2,457","2,485","2,605","2,793","2,723","2,558","2,922","2,902","2,848","3,161","3,082","2,771","2,356","2,494","2,408","2,612","2,826","3,152"
Northern Ireland,N09000006,Fermanagh and Omagh,"1,059","1,113","1,185","1,243","1,288","1,389","1,463","1,577","1,674","1,702","1,712","1,651","1,626","1,643","1,755","1,669","1,795","1,811","1,942","2,073","2,176","2,299","2,269","2,461","2,652","2,928"
